,,,608,,,,,
7.86,0.218654849,0.251327412,-0.753982237,-5.55E-13,,,,
7.87,0.211115026,0.238761042,-0.753982237,2.78E-13,,,,
7.88,0.203575204,0.226194671,-0.753982237,-25.13274123,,,,
7.89,0.196035382,0.2136283,-1.005309649,25.13274123,,,,
7.9,0.185982285,0.198548656,-0.753982237,-25.13274123,,,,
7.91,0.178442463,0.185982285,-1.005309649,2.66E-13,,,,
7.92,0.168389366,0.17090264,-1.005309649,-25.13274123,,,,
7.93,0.15833627,0.155822996,-1.256637061,25.13274123,,,,
7.94,0.145769899,0.140743351,-1.005309649,-25.13274123,,,,
7.95,0.135716803,0.125663706,-1.256637061,25.13274123,,,,
7.96,0.123150432,0.110584061,-1.005309649,-25.13274123,,,,
7.97,0.113097336,0.095504417,-1.256637061,-1.13E-11,,,,
7.98,0.100530965,0.077911498,-1.256637061,1.33E-13,,,,
7.99,0.087964594,0.062831853,-1.256637061,0,,,,
8,0.075398224,0.047752208,-1.256637061,-6.66E-14,,,,
8.01,0.062831853,0.030159289,-1.256637061,0,,,,
8.02,0.050265482,0.015079645,-1.256637061,4.44E-14,,,,
8.03,0.037699112,0,-1.256637061,2.23E-11,,,,
8.04,0.025132741,-0.015079645,-1.256637061,-2.23E-11,,,,
8.05,0.012566371,-0.032672564,-1.256637061,-25.13274123,,,,
8.06,0,-0.047752208,-1.507964474,25.13274123,,,,
8.07,-0.015079645,-0.062831853,-1.256637061,-6.66E-14,,,,
8.08,-0.027646015,-0.077911498,-1.256637061,0,,,,
8.09,-0.040212386,-0.090477868,-1.256637061,0,,,,
8.1,-0.052778757,-0.105557513,-1.256637061,25.13274123,,,,
8.11,-0.065345127,-0.118123884,-1.005309649,-25.13274123,,,,
8.12,-0.075398224,-0.133203529,-1.256637061,-2.25E-11,,,,
8.13,-0.087964594,-0.145769899,-1.256637061,25.13274123,,,,
8.14,-0.100530965,-0.155822996,-1.005309649,-25.13274123,,,,
8.15,-0.110584061,-0.168389366,-1.256637061,25.13274123,,,,
8.16,-0.123150432,-0.178442463,-1.005309649,1.33E-13,,,,
8.17,-0.133203529,-0.191008833,-1.005309649,0,,,,
8.18,-0.143256625,-0.20106193,-1.005309649,25.13274123,,,,
8.19,-0.153309721,-0.208601752,-0.753982237,-25.13274123,,,,
8.2,-0.160849544,-0.216141575,-1.005309649,25.13274123,,,,
8.21,-0.17090264,-0.226194671,-0.753982237,0,,,,
8.22,-0.178442463,-0.231221219,-0.753982237,0,,,,
8.23,-0.185982285,-0.238761042,-0.753982237,25.13274123,,,,
8.24,-0.193522107,-0.24378759,-0.502654825,-25.13274123,,,,
8.25,-0.198548656,-0.248814138,-0.753982237,25.13274123,,,,
8.26,-0.206088478,-0.251327412,-0.502654825,2.78E-13,,,,
8.27,-0.211115026,-0.253840686,-0.502654825,2.78E-13,,,,
8.28,-0.216141575,-0.256353961,-0.502654825,25.13274123,,,,
8.29,-0.221168123,-0.258867235,-0.251327412,-4.19E-12,,,,
8.3,-0.223681397,-0.258867235,-0.251327412,0,,,,
8.31,-0.226194671,-0.258867235,-0.251327412,0,,,,
8.32,-0.228707945,-0.256353961,-0.251327412,25.13274123,,,,
8.33,-0.231221219,-0.256353961,0,0,,,,
8.34,-0.231221219,-0.253840686,0,0,,,,
8.35,-0.231221219,-0.248814138,0,0,,,,
8.36,-0.231221219,-0.246300864,0,25.13274123,,,,
8.37,-0.231221219,-0.241274316,0.251327412,4.47E-12,,,,
8.38,-0.228707945,-0.236247768,0.251327412,0,,,,
8.39,-0.226194671,-0.228707945,0.251327412,2.78E-13,,,,
8.4,-0.223681397,-0.223681397,0.251327412,25.13274123,,,,
8.41,-0.221168123,-0.216141575,0.502654825,2.78E-13,,,,
8.42,-0.216141575,-0.206088478,0.502654825,2.78E-13,,,,
8.43,-0.211115026,-0.198548656,0.502654825,-5.55E-13,,,,
8.44,-0.206088478,-0.188495559,0.502654825,-8.38E-12,,,,
8.45,-0.20106193,-0.180955737,0.502654825,8.66E-12,,,,
8.46,-0.196035382,-0.17090264,0.502654825,25.13274123,,,,
8.47,-0.191008833,-0.15833627,0.753982237,0,,,,
8.48,-0.183469011,-0.148283173,0.753982237,0,,,,
8.49,-0.175929189,-0.138230077,0.753982237,0,,,,
8.5,-0.168389366,-0.125663706,0.753982237,0,,,,
8.51,-0.160849544,-0.113097336,0.753982237,25.13274123,,,,
8.52,-0.153309721,-0.100530965,1.005309649,-25.13274123,,,,
8.53,-0.143256625,-0.087964594,0.753982237,25.13274123,,,,
8.54,-0.135716803,-0.075398224,1.005309649,1.80E-11,,,,
8.55,-0.125663706,-0.062831853,1.005309649,-1.33E-13,,,,
8.56,-0.11561061,-0.047752208,1.005309649,1.33E-13,,,,
8.57,-0.105557513,-0.035185838,1.005309649,-2.89E-13,,,,
8.58,-0.095504417,-0.022619467,1.005309649,2.89E-13,,,,
8.59,-0.08545132,-0.007539822,1.005309649,-1.33E-13,,,,
8.6,-0.075398224,0.005026548,1.005309649,1.33E-13,,,,
8.61,-0.065345127,0.017592919,1.005309649,-1.80E-11,,,,
8.62,-0.055292031,0.032672564,1.005309649,25.13274123,,,,
8.63,-0.045238934,0.045238934,1.256637061,-25.13274123,,,,
8.64,-0.032672564,0.057805305,1.005309649,-6.66E-14,,,,
8.65,-0.022619467,0.07288495,1.005309649,2.22E-14,,,,
8.66,-0.012566371,0.08545132,1.005309649,0,,,,
8.67,-0.002513274,0.098017691,1.005309649,0,,,,
8.68,0.007539822,0.110584061,1.005309649,-2.22E-14,,,,
8.69,0.017592919,0.123150432,1.005309649,-1.78E-11,,,,
8.7,0.027646015,0.133203529,1.005309649,1.78E-11,,,,
8.71,0.037699112,0.145769899,1.005309649,6.66E-14,,,,
8.72,0.047752208,0.15833627,1.005309649,0,,,,
8.73,0.057805305,0.168389366,1.005309649,-25.13274123,,,,
8.74,0.067858401,0.178442463,0.753982237,0,,,,
8.75,0.075398224,0.188495559,0.753982237,25.13274123,,,,
8.76,0.082938046,0.198548656,1.005309649,-25.13274123,,,,
8.77,0.092991143,0.206088478,0.753982237,0,,,,
8.78,0.100530965,0.2136283,0.753982237,-1.34E-11,,,,
8.79,0.108070787,0.221168123,0.753982237,-25.13274123,,,,
8.8,0.11561061,0.228707945,0.502654825,25.13274123,,,,
8.81,0.120637158,0.236247768,0.753982237,-25.13274123,,,,
8.82,0.12817698,0.241274316,0.502654825,0,,,,
8.83,0.133203529,0.248814138,0.502654825,0,,,,
8.84,0.138230077,0.251327412,0.502654825,0,,,,
8.85,0.143256625,0.256353961,0.502654825,-25.13274123,,,,
8.86,0.148283173,0.258867235,0.251327412,25.13274123,,,,
8.87,0.150796447,0.261380509,0.502654825,-25.13274123,,,,
8.88,0.155822996,0.263893783,0.251327412,0,,,,
8.89,0.15833627,0.266407057,0.251327412,-25.13274123,,,,
8.9,0.160849544,0.266407057,0,25.13274123,,,,
8.91,0.160849544,0.266407057,0.251327412,-25.13274123,,,,
8.92,0.163362818,0.266407057,0,0,,,,
8.93,0.163362818,0.263893783,0,0,,,,
8.94,0.163362818,0.263893783,0,-25.13274123,,,,
8.95,0.163362818,0.261380509,-0.251327412,25.13274123,,,,
8.96,0.160849544,0.256353961,0,-25.13274123,,,,
8.97,0.160849544,0.253840686,-0.251327412,0,,,,
8.98,0.15833627,0.248814138,-0.251327412,0,,,,
8.99,0.155822996,0.24378759,-0.251327412,-25.13274123,,,,
9,0.153309721,0.238761042,-0.502654825,25.13274123,,,,
9.01,0.148283173,0.233734493,-0.251327412,-25.13274123,,,,
9.02,0.145769899,0.228707945,-0.502654825,0,,,,
9.03,0.140743351,0.221168123,-0.502654825,25.13274123,,,,
9.04,0.135716803,0.2136283,-0.251327412,-50.26548246,,,,
9.05,0.133203529,0.206088478,-0.753982237,25.13274123,,,,
9.06,0.125663706,0.198548656,-0.502654825,1.33E-13,,,,
9.07,0.120637158,0.191008833,-0.502654825,-25.13274123,,,,
9.08,0.11561061,0.180955737,-0.753982237,25.13274123,,,,
9.09,0.108070787,0.17090264,-0.502654825,-25.13274123,,,,
9.1,0.103044239,0.163362818,-0.753982237,0,,,,
9.11,0.095504417,0.153309721,-0.753982237,1.34E-11,,,,
9.12,0.087964594,0.143256625,-0.753982237,-1.34E-11,,,,
9.13,0.080424772,0.130690254,-0.753982237,0,,,,
9.14,0.07288495,0.120637158,-0.753982237,-6.66E-14,,,,
9.15,0.065345127,0.110584061,-0.753982237,6.66E-14,,,,
9.16,0.057805305,0.098017691,-0.753982237,0,,,,
9.17,0.050265482,0.087964594,-0.753982237,-6.66E-14,,,,
9.18,0.04272566,0.075398224,-0.753982237,-25.13274123,,,,
9.19,0.035185838,0.065345127,-1.005309649,25.13274123,,,,
9.2,0.025132741,0.052778757,-0.753982237,-1.34E-11,,,,
9.21,0.017592919,0.04272566,-0.753982237,-25.13274123,,,,
9.22,0.010053096,0.030159289,-1.005309649,25.13274123,,,,
9.23,0,0.020106193,-0.753982237,0,,,,
9.24,-0.007539822,0.007539822,-0.753982237,-25.13274123,,,,
9.25,-0.015079645,-0.002513274,-1.005309649,25.13274123,,,,
9.26,-0.025132741,-0.015079645,-0.753982237,3.33E-14,,,,
9.27,-0.032672564,-0.025132741,-0.753982237,0,,,,
9.28,-0.040212386,-0.035185838,-0.753982237,1.34E-11,,,,
9.29,-0.047752208,-0.047752208,-0.753982237,-1.35E-11,,,,
9.3,-0.055292031,-0.057805305,-0.753982237,1.33E-13,,,,
9.31,-0.062831853,-0.067858401,-0.753982237,0,,,,
9.32,-0.070371675,-0.077911498,-0.753982237,-1.33E-13,,,,
9.33,-0.077911498,-0.08545132,-0.753982237,25.13274123,,,,
9.34,-0.08545132,-0.095504417,-0.502654825,-25.13274123,,,,
9.35,-0.090477868,-0.103044239,-0.753982237,25.13274123,,,,
9.36,-0.098017691,-0.113097336,-0.502654825,8.79E-12,,,,
9.37,-0.103044239,-0.120637158,-0.502654825,-25.13274123,,,,
9.38,-0.108070787,-0.12817698,-0.753982237,25.13274123,,,,
9.39,-0.11561061,-0.135716803,-0.502654825,25.13274123,,,,
9.4,-0.120637158,-0.140743351,-0.251327412,-25.13274123,,,,
9.41,-0.123150432,-0.148283173,-0.502654825,1.33E-13,,,,
9.42,-0.12817698,-0.153309721,-0.502654825,25.13274123,,,,
9.43,-0.133203529,-0.15833627,-0.251327412,0,,,,
9.44,-0.135716803,-0.163362818,-0.251327412,4.47E-12,,,,
9.45,-0.138230077,-0.165876092,-0.251327412,-4.47E-12,,,,
9.46,-0.140743351,-0.168389366,-0.251327412,0,,,,
9.47,-0.143256625,-0.17090264,-0.251327412,25.13274123,,,,
9.48,-0.145769899,-0.173415914,0,-25.13274123,,,,
9.49,-0.145769899,-0.175929189,-0.251327412,25.13274123,,,,
9.5,-0.148283173,-0.175929189,0,0,,,,
9.51,-0.148283173,-0.175929189,0,0,,,,
9.52,-0.148283173,-0.175929189,0,0,,,,
9.53,-0.148283173,-0.175929189,0,25.13274123,,,,
9.54,-0.148283173,-0.173415914,0.251327412,-25.13274123,,,,
9.55,-0.145769899,-0.173415914,0,25.13274123,,,,
9.56,-0.145769899,-0.17090264,0.251327412,0,,,,
9.57,-0.143256625,-0.168389366,0.251327412,0,,,,
9.58,-0.140743351,-0.163362818,0.251327412,0,,,,
9.59,-0.138230077,-0.160849544,0.251327412,0,,,,
9.6,-0.135716803,-0.155822996,0.251327412,25.13274123,,,,
9.61,-0.133203529,-0.150796447,0.502654825,-25.13274123,,,,
9.62,-0.12817698,-0.145769899,0.251327412,25.13274123,,,,
9.63,-0.125663706,-0.140743351,0.502654825,-25.13274123,,,,
9.64,-0.120637158,-0.135716803,0.251327412,25.13274123,,,,
9.65,-0.118123884,-0.12817698,0.502654825,-1.33E-13,,,,
9.66,-0.113097336,-0.120637158,0.502654825,1.33E-13,,,,
9.67,-0.108070787,-0.11561061,0.502654825,-1.33E-13,,,,
9.68,-0.103044239,-0.108070787,0.502654825,-1.44E-13,,,,
9.69,-0.098017691,-0.100530965,0.502654825,-8.65E-12,,,,
9.7,-0.092991143,-0.092991143,0.502654825,8.79E-12,,,,
9.71,-0.087964594,-0.08545132,0.502654825,0,,,,
9.72,-0.082938046,-0.075398224,0.502654825,25.13274123,,,,
9.73,-0.077911498,-0.067858401,0.753982237,-25.13274123,,,,
9.74,-0.070371675,-0.060318579,0.502654825,6.66E-14,,,,
9.75,-0.065345127,-0.050265482,0.502654825,25.13274123,,,,
9.76,-0.060318579,-0.040212386,0.753982237,-25.13274123,,,,
9.77,-0.052778757,-0.032672564,0.502654825,25.13274123,,,,
9.78,-0.047752208,-0.022619467,0.753982237,-25.13274123,,,,
9.79,-0.040212386,-0.012566371,0.502654825,25.13274123,,,,
9.8,-0.035185838,-0.005026548,0.753982237,-25.13274123,,,,
9.81,-0.027646015,0.005026548,0.502654825,25.13274123,,,,
9.82,-0.022619467,0.015079645,0.753982237,-25.13274123,,,,
9.83,-0.015079645,0.025132741,0.502654825,25.13274123,,,,
9.84,-0.010053096,0.032672564,0.753982237,-25.13274123,,,,
9.85,-0.002513274,0.04272566,0.502654825,0,,,,
9.86,0.002513274,0.052778757,0.502654825,25.13274123,,,,
9.87,0.007539822,0.060318579,0.753982237,-25.13274123,,,,
9.88,0.015079645,0.070371675,0.502654825,2.22E-14,,,,
9.89,0.020106193,0.077911498,0.502654825,-3.33E-14,,,,
9.9,0.025132741,0.087964594,0.502654825,25.13274123,,,,
9.91,0.030159289,0.095504417,0.753982237,-25.13274123,,,,
9.92,0.037699112,0.103044239,0.502654825,-25.13274123,,,,
9.93,0.04272566,0.110584061,0.251327412,25.13274123,,,,
9.94,0.045238934,0.118123884,0.502654825,-9.07E-12,,,,
9.95,0.050265482,0.125663706,0.502654825,9.07E-12,,,,
9.96,0.055292031,0.133203529,0.502654825,-25.13274123,,,,
9.97,0.060318579,0.138230077,0.251327412,25.13274123,,,,
9.98,0.062831853,0.145769899,0.502654825,-25.13274123,,,,
9.99,0.067858401,0.150796447,0.251327412,0,,,,
10,0.070371675,0.155822996,0.251327412,0,,,,
10.01,0.07288495,0.160849544,0.251327412,0,,,,
10.02,0.075398224,0.165876092,0.251327412,0,,,,
10.03,0.077911498,0.17090264,0.251327412,-4.47E-12,,,,
10.04,0.080424772,0.173415914,0.251327412,-25.13274123,,,,
10.05,0.082938046,0.175929189,0,25.13274123,,,,
10.06,0.082938046,0.180955737,0.251327412,-25.13274123,,,,
10.07,0.08545132,0.183469011,0,0,,,,
10.08,0.08545132,0.183469011,0,0,,,,
10.09,0.08545132,0.185982285,0,0,,,,
10.1,0.08545132,0.185982285,0,0,,,,
10.11,0.08545132,0.185982285,0,0,,,,
10.12,0.08545132,0.185982285,0,-25.13274123,,,,
10.13,0.08545132,0.185982285,-0.251327412,25.13274123,,,,
10.14,0.082938046,0.185982285,0,-25.13274123,,,,
10.15,0.082938046,0.183469011,-0.251327412,0,,,,
10.16,0.080424772,0.183469011,-0.251327412,25.13274123,,,,
10.17,0.077911498,0.180955737,0,-25.13274123,,,,
10.18,0.077911498,0.178442463,-0.251327412,0,,,,
10.19,0.075398224,0.175929189,-0.251327412,4.47E-12,,,,
10.2,0.07288495,0.17090264,-0.251327412,-4.47E-12,,,,
10.21,0.070371675,0.168389366,-0.251327412,-25.13274123,,,,
10.22,0.067858401,0.165876092,-0.502654825,25.13274123,,,,
10.23,0.062831853,0.160849544,-0.251327412,6.66E-14,,,,
10.24,0.060318579,0.155822996,-0.251327412,-6.66E-14,,,,
10.25,0.057805305,0.150796447,-0.251327412,-25.13274123,,,,
10.26,0.055292031,0.145769899,-0.502654825,25.13274123,,,,
10.27,0.050265482,0.140743351,-0.251327412,-25.13274123,,,,
10.28,0.047752208,0.135716803,-0.502654825,25.13274123,,,,
10.29,0.04272566,0.130690254,-0.251327412,-25.13274123,,,,
10.3,0.040212386,0.123150432,-0.502654825,25.13274123,,,,
10.31,0.035185838,0.118123884,-0.251327412,-25.13274123,,,,
10.32,0.032672564,0.110584061,-0.502654825,6.66E-14,,,,
10.33,0.027646015,0.105557513,-0.502654825,25.13274123,,,,
10.34,0.022619467,0.098017691,-0.251327412,-25.13274123,,,,
10.35,0.020106193,0.090477868,-0.502654825,0,,,,
10.36,0.015079645,0.082938046,-0.502654825,8.93E-12,,,,
10.37,0.010053096,0.075398224,-0.502654825,25.13274123,,,,
10.38,0.005026548,0.067858401,-0.251327412,-25.13274123,,,,
10.39,0.002513274,0.062831853,-0.502654825,0,,,,
10.4,-0.002513274,0.055292031,-0.502654825,-1.11E-14,,,,
10.41,-0.007539822,0.047752208,-0.502654825,25.13274123,,,,
10.42,-0.012566371,0.040212386,-0.251327412,-25.13274123,,,,
10.43,-0.015079645,0.032672564,-0.502654825,-2.22E-14,,,,
10.44,-0.020106193,0.025132741,-0.502654825,25.13274123,,,,
10.45,-0.025132741,0.017592919,-0.251327412,-25.13274123,,,,
10.46,-0.027646015,0.010053096,-0.502654825,25.13274123,,,,
10.47,-0.032672564,0.002513274,-0.251327412,-25.13274123,,,,
10.48,-0.035185838,-0.005026548,-0.502654825,25.13274123,,,,
10.49,-0.040212386,-0.012566371,-0.251327412,-25.13274123,,,,
10.5,-0.04272566,-0.020106193,-0.502654825,25.13274123,,,,
10.51,-0.047752208,-0.025132741,-0.251327412,6.66E-14,,,,
10.52,-0.050265482,-0.032672564,-0.251327412,-25.13274123,,,,
10.53,-0.052778757,-0.037699112,-0.502654825,25.13274123,,,,
10.54,-0.057805305,-0.045238934,-0.251327412,-4.54E-12,,,,
10.55,-0.060318579,-0.050265482,-0.251327412,6.66E-14,,,,
10.56,-0.062831853,-0.055292031,-0.251327412,0,,,,
10.57,-0.065345127,-0.062831853,-0.251327412,25.13274123,,,,
10.58,-0.067858401,-0.067858401,0,-25.13274123,,,,
10.59,-0.067858401,-0.07288495,-0.251327412,0,,,,
10.6,-0.070371675,-0.075398224,-0.251327412,25.13274123,,,,
10.61,-0.07288495,-0.080424772,0,-25.13274123,,,,
10.62,-0.07288495,-0.08545132,-0.251327412,25.13274123,,,,
10.63,-0.075398224,-0.087964594,0,0,,,,
10.64,-0.075398224,-0.090477868,0,-25.13274123,,,,
10.65,-0.075398224,-0.092991143,-0.251327412,25.13274123,,,,
10.66,-0.077911498,-0.095504417,0,0,,,,
10.67,-0.077911498,-0.098017691,0,0,,,,
10.68,-0.077911498,-0.100530965,0,25.13274123,,,,
10.69,-0.077911498,-0.103044239,0.251327412,-25.13274123,,,,
10.7,-0.075398224,-0.103044239,0,0,,,,
10.71,-0.075398224,-0.103044239,0,0,,,,
10.72,-0.075398224,-0.103044239,0,25.13274123,,,,
10.73,-0.075398224,-0.103044239,0.251327412,-25.13274123,,,,
10.74,-0.07288495,-0.103044239,0,25.13274123,,,,
10.75,-0.07288495,-0.103044239,0.251327412,0,,,,
10.76,-0.070371675,-0.100530965,0.251327412,-25.13274123,,,,
10.77,-0.067858401,-0.100530965,0,25.13274123,,,,
10.78,-0.067858401,-0.098017691,0.251327412,-4.47E-12,,,,
10.79,-0.065345127,-0.095504417,0.251327412,-25.13274123,,,,
10.8,-0.062831853,-0.092991143,0,25.13274123,,,,
10.81,-0.062831853,-0.090477868,0.251327412,-6.66E-14,,,,
10.82,-0.060318579,-0.087964594,0.251327412,6.66E-14,,,,
10.83,-0.057805305,-0.08545132,0.251327412,-1.39E-13,,,,
10.84,-0.055292031,-0.082938046,0.251327412,-25.13274123,,,,
10.85,-0.052778757,-0.077911498,0,25.13274123,,,,
10.86,-0.052778757,-0.075398224,0.251327412,-4.40E-12,,,,
10.87,-0.050265482,-0.070371675,0.251327412,4.40E-12,,,,
10.88,-0.047752208,-0.067858401,0.251327412,-7.22E-14,,,,
10.89,-0.045238934,-0.062831853,0.251327412,1.39E-13,,,,
10.9,-0.04272566,-0.057805305,0.251327412,-6.66E-14,,,,
10.91,-0.040212386,-0.052778757,0.251327412,0,,,,
10.92,-0.037699112,-0.047752208,0.251327412,0,,,,
10.93,-0.035185838,-0.04272566,0.251327412,-25.13274123,,,,
10.94,-0.032672564,-0.037699112,0,25.13274123,,,,
10.95,-0.032672564,-0.032672564,0.251327412,4.46E-12,,,,
10.96,-0.030159289,-0.027646015,0.251327412,-7.22E-14,,,,
10.97,-0.027646015,-0.022619467,0.251327412,7.22E-14,,,,
10.98,-0.025132741,-0.017592919,0.251327412,-3.33E-14,,,,
10.99,-0.022619467,-0.012566371,0.251327412,0,,,,
11,-0.020106193,-0.007539822,0.251327412,1.67E-14,,,,
11.01,-0.017592919,0,0.251327412,-1.67E-14,,,,
11.02,-0.015079645,0.005026548,0.251327412,1.67E-14,,,,
11.03,-0.012566371,0.010053096,0.251327412,-4.47E-12,,,,
11.04,-0.010053096,0.017592919,0.251327412,-25.13274123,,,,
11.05,-0.007539822,0.022619467,0,25.13274123,,,,
11.06,-0.007539822,0.027646015,0.251327412,0,,,,
11.07,-0.005026548,0.032672564,0.251327412,0,,,,
11.08,-0.002513274,0.037699112,0.251327412,0,,,,
11.09,0,0.045238934,0.251327412,-25.13274123,,,,
11.1,0.002513274,0.050265482,0,25.13274123,,,,
11.11,0.002513274,0.055292031,0.251327412,-25.13274123,,,,
11.12,0.005026548,0.060318579,0,25.13274123,,,,
11.13,0.005026548,0.065345127,0.251327412,0,,,,
11.14,0.007539822,0.070371675,0.251327412,-25.13274123,,,,
11.15,0.010053096,0.07288495,0,25.13274123,,,,
11.16,0.010053096,0.077911498,0.251327412,-25.13274123,,,,
11.17,0.012566371,0.082938046,0,0,,,,
11.18,0.012566371,0.087964594,0,25.13274123,,,,
11.19,0.012566371,0.090477868,0.251327412,-25.13274123,,,,
11.2,0.015079645,0.092991143,0,0,,,,
11.21,0.015079645,0.098017691,0,0,,,,
11.22,0.015079645,0.100530965,0,0,,,,
11.23,0.015079645,0.103044239,0,0,,,,
11.24,0.015079645,0.105557513,0,0,,,,
11.25,0.015079645,0.108070787,0,0,,,,
11.26,0.015079645,0.110584061,0,0,,,,
11.27,0.015079645,0.113097336,0,0,,,,
11.28,0.015079645,0.113097336,0,0,,,,
11.29,0.015079645,0.11561061,0,0,,,,
11.3,0.015079645,0.11561061,0,-25.13274123,,,,
11.31,0.015079645,0.11561061,-0.251327412,25.13274123,,,,
11.32,0.012566371,0.11561061,0,0,,,,
11.33,0.012566371,0.11561061,0,0,,,,
11.34,0.012566371,0.11561061,0,-25.13274123,,,,
11.35,0.012566371,0.11561061,-0.251327412,25.13274123,,,,
11.36,0.010053096,0.11561061,0,0,,,,
11.37,0.010053096,0.113097336,0,-25.13274123,,,,
11.38,0.010053096,0.113097336,-0.251327412,25.13274123,,,,
11.39,0.007539822,0.110584061,0,0,,,,
11.4,0.007539822,0.110584061,0,-25.13274123,,,,
11.41,0.007539822,0.108070787,-0.251327412,25.13274123,,,,
11.42,0.005026548,0.105557513,0,-25.13274123,,,,
11.43,0.005026548,0.103044239,-0.251327412,25.13274123,,,,
11.44,0.002513274,0.100530965,0,0,,,,
11.45,0.002513274,0.100530965,0,-25.13274123,,,,
11.46,0.002513274,0.095504417,-0.251327412,25.13274123,,,,
11.47,0,0.092991143,0,0,,,,
11.48,0,0.090477868,0,0,,,,
11.49,0,0.087964594,0,-25.13274123,,,,
11.5,0,0.08545132,-0.251327412,25.13274123,,,,
11.51,-0.002513274,0.082938046,0,0,,,,
11.52,-0.002513274,0.077911498,0,0,,,,
11.53,-0.002513274,0.075398224,0,0,,,,
11.54,-0.002513274,0.07288495,0,-25.13274123,,,,
11.55,-0.002513274,0.067858401,-0.251327412,25.13274123,,,,
11.56,-0.005026548,0.065345127,0,0,,,,
11.57,-0.005026548,0.060318579,0,0,,,,
11.58,-0.005026548,0.057805305,0,0,,,,
11.59,-0.005026548,0.052778757,0,0,,,,
11.6,-0.005026548,0.050265482,0,0,,,,
11.61,-0.005026548,0.045238934,0,0,,,,
11.62,-0.005026548,0.04272566,0,0,,,,
11.63,-0.005026548,0.037699112,0,25.13274123,,,,
11.64,-0.005026548,0.035185838,0.251327412,-25.13274123,,,,
11.65,-0.002513274,0.030159289,0,0,,,,
11.66,-0.002513274,0.027646015,0,0,,,,
11.67,-0.002513274,0.022619467,0,0,,,,
11.68,-0.002513274,0.020106193,0,0,,,,
11.69,-0.002513274,0.015079645,0,0,,,,
11.7,-0.002513274,0.012566371,0,0,,,,
11.71,-0.002513274,0.007539822,0,0,,,,
11.72,-0.002513274,0.005026548,0,25.13274123,,,,
11.73,-0.002513274,0,0.251327412,-25.13274123,,,,
11.74,0,-0.002513274,0,0,,,,
11.75,0,-0.005026548,0,0,,,,
11.76,0,-0.010053096,0,0,,,,
11.77,0,-0.012566371,0,0,,,,
11.78,0,-0.015079645,0,0,,,,
11.79,0,-0.017592919,0,0,,,,
11.8,0,-0.020106193,0,0,,,,
11.81,0,-0.022619467,0,0,,,,
11.82,0,-0.025132741,0,0,,,,
11.83,0,-0.027646015,0,0,,,,
11.84,0,-0.027646015,0,0,,,,
11.85,0,-0.030159289,0,0,,,,
11.86,0,-0.032672564,0,0,,,,
11.87,0,-0.032672564,0,0,,,,
11.88,0,-0.035185838,0,0,,,,
11.89,0,-0.035185838,0,0,,,,
11.9,0,-0.035185838,0,0,,,,
11.91,0,-0.037699112,0,0,,,,
11.92,0,-0.037699112,0,-25.13274123,,,,
11.93,0,-0.037699112,-0.251327412,25.13274123,,,,
11.94,-0.002513274,-0.037699112,0,0,,,,
11.95,-0.002513274,-0.037699112,0,0,,,,
11.96,-0.002513274,-0.035185838,0,0,,,,
11.97,-0.002513274,-0.035185838,0,0,,,,
11.98,-0.002513274,-0.035185838,0,0,,,,
11.99,-0.002513274,-0.035185838,0,0,,,,
12,-0.002513274,-0.032672564,0,25.13274123,,,,
12.01,-0.002513274,-0.032672564,0.251327412,-25.13274123,,,,
12.02,0,-0.030159289,0,0,,,,
12.03,0,-0.030159289,0,0,,,,
12.04,0,-0.027646015,0,0,,,,
12.05,0,-0.025132741,0,0,,,,
12.06,0,-0.025132741,0,0,,,,
12.07,0,-0.022619467,0,0,,,,
12.08,0,-0.020106193,0,0,,,,
12.09,0,-0.020106193,0,0,,,,
12.1,0,-0.017592919,0,0,,,,
12.11,0,-0.015079645,0,0,,,,
12.12,0,-0.015079645,0,0,,,,
12.13,0,-0.012566371,0,0,,,,
12.14,0,-0.010053096,0,0,,,,
12.15,0,-0.007539822,0,0,,,,
12.16,0,-0.007539822,0,0,,,,
12.17,0,-0.005026548,0,0,,,,
12.18,0,-0.002513274,0,0,,,,
12.19,0,0,0,0,,,,
